employee_id,full_name,company,country,city,department,job_family,job_title,job_level,manager_id,manager_name,employee_type,contract_type,shift_type,hire_date,exit_date,status,onboarding_completed,onboarding_completion_date,training_completed,safety_training_completed,last_training_date,performance_review_completed,engagement_score,absenteeism_days_ytd,overtime_hours_qtr,hr_system,automation_candidate,data_issue
OMN-02513,Katrīna Zariņš,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2023-10-16,,Active,Yes,2023-12-09,Yes,Yes,2025-01-29,No,61,4,12,SAP SuccessFactors,No,
OMN-02514,Dace Priede,SIA Omniva,Latvia,Daugavpils,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-02524,Anna Ozoliņš,Seasonal,Permanent,Standard office hours,2021-09-08,,Active,Yes,2021-09-19,Yes,Not required,2023-06-26,Yes,94,4,4,SAP SuccessFactors,Yes,
OMN-02515,Rihards Bērziņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Junior,OMN-02481,Ilze Zariņš,Full-time,Permanent,Night,2021-05-25,,Active,Yes,2021-06-04,No,Yes,,Yes,66,5,39,SAP SuccessFactors,No,
OMN-02516,Rihards Priede,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-02481,Ilze Zariņš,Full-time,Permanent,Evening,2024-01-01,,Active,Yes,2024-02-27,Yes,Yes,2026-06-29,No,93,9,18,SAP SuccessFactors,Yes,
OMN-02517,Sanita Vītols,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Junior,OMN-02686,Jānis Zariņš,Contractor,Permanent,Morning,2024-12-24,2026-01-14,Exited,Yes,2025-02-07,Yes,Yes,2026-01-16,Yes,96,0,35,SAP SuccessFactors,No,
OMN-02518,Rihards Jansons,SIA Omniva,Latvia,Jelgava,HR & People Operations,People,HR Specialist,Specialist,OMN-02653,Roberts Zariņš,Full-time,Permanent,Standard office hours,2020-07-29,,Active,Yes,2020-09-21,Yes,Not required,2026-05-23,No,94,4,23,SAP SuccessFactors,Yes,
OMN-02519,Artūrs Krūmiņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-02481,Ilze Zariņš,Full-time,Permanent,Morning,2023-12-29,,Active,,2024-02-01,Yes,Yes,2025-10-05,Yes,92,5,71,SAP SuccessFactors,No,Onboarding status missing
OMN-02520,Anna Vītols,SIA Omniva,Latvia,Riga,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-02437,Dace Zariņš,Full-time,Permanent,Rotating,2019-08-26,,Active,Yes,2019-10-13,Yes,Not required,2020-04-07,No,71,10,10,SAP SuccessFactors,Yes,
OMN-02521,Edgars Bērziņš,SIA Omniva,Latvia,Valmiera,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Permanent,Rotating,2024-11-22,,Active,Yes,2024-12-20,Yes,Yes,2025-12-31,Yes,77,11,46,SAP SuccessFactors,No,
OMN-02522,Rihards Vītols,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02678,Sanita Liepiņa,Full-time,Fixed-term,Night,2026-04-26,,Active,No,,No,Yes,,Not eligible,91,2,23,SAP SuccessFactors,No,
OMN-02523,Līga Bērziņš,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-02437,Dace Zariņš,Contractor,Permanent,Morning,2015-03-20,2025-01-20,Exited,Yes,2015-04-26,Yes,Yes,2019-10-17,Not eligible,96,0,20,SAP SuccessFactors,No,
OMN-02524,Anna Ozoliņš,SIA Omniva,Latvia,Daugavpils,Sorting Center Operations,Operations,Sorting Line Lead,Lead,OMN-02435,Sanita Jansons,Full-time,Fixed-term,Morning,2019-02-19,,Active,Yes,2019-03-02,Yes,Yes,2022-01-25,Yes,64,8,26,SAP SuccessFactors,No,
OMN-02525,Kristaps Kalniņš,SIA Omniva,Latvia,Daugavpils,International Logistics,Logistics,Department Manager,Manager,OMN-01007,Evelin Mägi,Full-time,Permanent,Rotating,2020-05-01,,Active,Yes,2020-06-28,Yes,Not required,2021-02-14,Not eligible,94,2,3,SAP SuccessFactors,Yes,
OMN-02526,Mārtiņš Vītols,SIA Omniva,Latvia,Liepaja,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-02506,Sanita Jansons,Full-time,Permanent,Rotating,2023-07-07,,Exited,Yes,2023-07-19,Yes,Not required,2024-02-24,Not eligible,66,1,17,SAP SuccessFactors,Yes,Exit date missing for exited employee
OMN-02527,Edgars Liepiņa,SIA Omniva,Latvia,Liepaja,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Full-time,Permanent,Evening,2016-09-14,,Active,Yes,2016-11-09,Yes,Yes,2023-11-21,Yes,77,4,63,SAP SuccessFactors,Yes,
OMN-02528,Dace Priede,SIA Omniva,Latvia,Jelgava,Legal & Compliance,Legal & Compliance,Compliance Specialist,Junior,OMN-02712,Elīna Kļaviņa,Seasonal,Permanent,Standard office hours,2014-12-15,,Active,Yes,2014-12-20,Yes,Not required,2019-10-10,Yes,69,5,0,SAP SuccessFactors,No,
OMN-02529,Jānis Jansons,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02481,Ilze Zariņš,Full-time,Fixed-term,Rotating,2023-11-13,,Active,Yes,2024-01-05,Yes,Yes,2026-05-04,Yes,96,6,0,SAP SuccessFactors,No,
OMN-02530,Anna Bērziņš,SIA Omniva,Latvia,Riga,Last-Mile Delivery,Operations,Courier Team Lead,Lead,OMN-02621,Artūrs Ozoliņš,Contractor,Permanent,Morning,2025-02-07,,Active,Yes,2025-03-31,No,Yes,,Yes,,9,10,SAP SuccessFactors,No,
OMN-02531,Ilze Jansons,SIA Omniva,Latvia,Riga,Last-Mile Delivery,Operations,Courier,Junior,OMN-02686,Jānis Zariņš,Full-time,Permanent,Night,2022-09-26,,Active,Yes,2022-10-09,Yes,Yes,2025-06-07,Yes,57,7,20,SAP SuccessFactors,No,
OMN-02532,Laura Liepiņa,SIA Omniva,Latvia,Valmiera,IT & Product,Technology,Product Specialist,Specialist,OMN-02435,Sanita Jansons,Full-time,Permanent,Standard office hours,2023-11-28,,Active,Yes,2023-12-12,Yes,Not required,2024-02-03,Yes,66,7,0,SAP SuccessFactors,No,
OMN-02533,Anna Kļaviņa,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02686,Jānis Zariņš,Full-time,Permanent,Rotating,2014-04-03,,Active,Yes,2014-04-17,Yes,Yes,2024-03-05,Yes,66,14,22,SAP SuccessFactors,No,
OMN-02534,Dace Jansons,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02506,Sanita Jansons,Full-time,Permanent,Rotating,2023-07-03,2026-04-13,Exited,Yes,2023-08-27,Yes,Yes,2025-03-16,Yes,98,3,20,SAP SuccessFactors,No,
OMN-02535,Līga Vītols,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Evening,2023-01-12,,Active,Yes,2023-02-18,No,Yes,,Yes,74,0,24,SAP SuccessFactors,No,
OMN-02536,Elīna Zariņš,SIA Omniva,Latvia,Daugavpils,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Contractor,Permanent,Morning,2020-06-16,,Active,Yes,2020-07-05,No,Yes,,Yes,79,2,34,SAP SuccessFactors,No,
OMN-02537,Roberts Priede,SIA Omniva,Latvia,Liepaja,Customer Support,Support,Customer Support Agent,Junior,OMN-02435,Sanita Jansons,Full-time,Permanent,Rotating,2022-04-18,2026-02-27,Exited,Yes,2022-05-18,No,Not required,,Yes,70,0,8,SAP SuccessFactors,Yes,
OMN-02538,Anna Kļaviņa,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2015-07-30,,Active,Yes,2015-08-09,Yes,Yes,2022-08-18,Yes,92,0,11,SAP SuccessFactors,No,
OMN-02539,Dace Krūmiņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-02686,Jānis Zariņš,Full-time,Permanent,Evening,2018-07-22,,Active,Yes,2018-09-13,Yes,Yes,2023-01-09,Yes,63,2,29,SAP SuccessFactors,No,
OMN-02540,Katrīna Zariņš,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2021-10-26,,Active,Yes,2021-12-07,Yes,Yes,2023-02-20,Yes,68,3,0,SAP SuccessFactors,Yes,
OMN-02541,Elīna Krūmiņš,SIA Omniva,Latvia,Jelgava,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02506,Sanita Jansons,Full-time,Permanent,Standard office hours,2023-01-22,,Active,Yes,2023-02-16,Yes,Yes,2023-05-19,Yes,63,0,14,SAP SuccessFactors,No,
OMN-02542,Rihards Kļaviņa,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02530,Anna Bērziņš,Full-time,Permanent,Evening,2023-12-19,,Active,Yes,2024-01-25,Yes,Yes,2024-02-26,Not eligible,95,1,15,SAP SuccessFactors,No,
OMN-02543,Mārtiņš Ozoliņš,SIA Omniva,Latvia,Daugavpils,Finance,Finance,Accounting Specialist,Specialist,OMN-02572,Mārtiņš Liepiņa,Full-time,Permanent,Standard office hours,2022-02-09,,Active,No,,Yes,Not required,2022-10-07,Yes,63,3,18,SAP SuccessFactors,Yes,
OMN-02544,Jānis Vītols,SIA Omniva,Latvia,Liepaja,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02524,Anna Ozoliņš,Full-time,Permanent,Rotating,2026-01-13,,Active,Yes,2026-02-04,Yes,Yes,2026-01-18,Yes,84,5,40,SAP SuccessFactors,No,
OMN-02545,Ilze Vītols,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02506,Sanita Jansons,Full-time,Permanent,Rotating,2021-03-29,,Active,Yes,2021-05-15,Yes,Yes,2023-03-25,Yes,,9,9,SAP SuccessFactors,No,
OMN-02546,Laura Jansons,SIA Omniva,Latvia,Jelgava,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-02615,Edgars Vītols,Contractor,Permanent,Standard office hours,2021-01-08,,Active,Yes,2021-01-25,Yes,Yes,2022-12-15,No,71,4,14,SAP SuccessFactors,No,
OMN-02547,Artūrs Krūmiņš,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Full-time,Permanent,Rotating,2022-10-15,,Active,Yes,2022-10-28,Yes,Yes,2023-07-31,Yes,78,3,14,SAP SuccessFactors,No,
OMN-02548,Anna Kalniņš,SIA Omniva,Latvia,Riga,HR & People Operations,People,Junior HR Specialist,Junior,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2025-02-21,,Active,Yes,2025-04-16,Yes,Not required,2026-05-14,Not eligible,98,0,11,SAP SuccessFactors,Yes,
OMN-02549,Elīna Priede,SIA Omniva,Latvia,Riga,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-02431,Rihards Krūmiņš,Full-time,Permanent,Standard office hours,2019-05-23,,Active,Yes,2019-07-20,Yes,Not required,2020-03-06,Yes,56,0,8,SAP SuccessFactors,Yes,
OMN-02550,Ilze Bērziņš,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Contractor,Permanent,Night,2021-10-21,,Active,Yes,2021-11-02,No,Yes,,No,76,7,16,SAP SuccessFactors,No,
OMN-02551,Artūrs Jansons,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Full-time,Fixed-term,Night,2020-04-09,,Active,Yes,2020-05-18,Yes,Yes,2022-07-03,Yes,89,7,31,SAP SuccessFactors,No,
OMN-02552,Artūrs Priede,SIA Omniva,Latvia,Valmiera,IT & Product,Technology,Systems Analyst,Specialist,OMN-02456,Kristaps Kalniņš,Full-time,Fixed-term,Standard office hours,2015-06-18,,Active,Yes,2015-08-11,Yes,Not required,2017-01-12,Yes,56,2,0,SAP SuccessFactors,Yes,
OMN-02553,Ilze Zariņš,SIA Omniva,Latvia,Riga,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Full-time,Permanent,Morning,2019-02-21,,Active,Yes,2019-04-03,No,Yes,,No,79,7,39,SAP SuccessFactors,No,
OMN-02554,Anna Priede,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2017-03-29,,Active,Yes,2017-04-07,Yes,Yes,2018-12-02,Yes,98,3,5,SAP SuccessFactors,No,
OMN-02555,Jānis Vītols,SIA Omniva,Latvia,Jelgava,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-02610,Līga Krūmiņš,Full-time,Fixed-term,Standard office hours,2020-02-05,,Active,Yes,2020-03-08,Yes,No,2020-11-15,Yes,85,0,0,SAP SuccessFactors,No,
OMN-02556,Rihards Ozoliņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02678,Sanita Liepiņa,Full-time,Permanent,Rotating,2021-07-17,,Active,Yes,2021-07-20,Yes,Yes,2024-10-25,Yes,94,2,27,SAP SuccessFactors,Yes,
OMN-02557,Katrīna Priede,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-02481,Ilze Zariņš,Full-time,Fixed-term,Evening,2015-03-08,,Active,Yes,2015-04-02,No,Yes,,Yes,77,0,0,SAP SuccessFactors,No,
OMN-02558,Artūrs Liepiņa,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Senior Parcel Locker Technician,Senior,OMN-02610,Līga Krūmiņš,Full-time,Permanent,Rotating,2016-02-28,2022-09-25,Exited,Yes,2016-04-26,Yes,Yes,2017-11-13,Yes,90,2,0,SAP SuccessFactors,No,
OMN-02559,Rihards Zariņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Junior,OMN-02481,Ilze Zariņš,Contractor,Fixed-term,Evening,2020-02-07,,Active,Yes,2020-02-16,Yes,Yes,2020-12-07,No,62,0,29,SAP SuccessFactors,No,
OMN-02560,Jānis Liepiņa,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-02437,Dace Zariņš,Contractor,Permanent,Morning,2019-08-05,,Active,Yes,2019-09-11,No,Yes,,Not eligible,67,2,33,SAP SuccessFactors,No,
OMN-02561,Dace Priede,SIA Omniva,Latvia,Daugavpils,IT & Product,Technology,Systems Analyst,Specialist,OMN-02456,Kristaps Kalniņš,Seasonal,Fixed-term,Standard office hours,2023-05-08,,Active,Yes,2023-06-22,Yes,Not required,2025-03-21,Not eligible,57,2,0,SAP SuccessFactors,No,
OMN-02562,Jānis Priede,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Senior Sorting Operator,Senior,OMN-02678,Sanita Liepiņa,Contractor,Permanent,Morning,2024-07-10,,Active,Yes,2024-08-26,Yes,Yes,2025-06-16,Yes,94,8,28,SAP SuccessFactors,No,
OMN-02563,Dace Jansons,SIA Omniva,Latvia,Riga,IT & Product,Technology,Senior Product Specialist,Senior,OMN-02456,Kristaps Kalniņš,Full-time,Fixed-term,Remote-friendly,2025-11-24,2026-06-24,Exited,Yes,2025-12-14,No,Not required,,Yes,92,1,1,SAP SuccessFactors,Yes,
OMN-02564,Katrīna Priede,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02481,Ilze Zariņš,Contractor,Permanent,Night,2023-04-23,,Active,Yes,2023-05-17,Yes,Yes,2024-08-16,No,79,5,62,SAP SuccessFactors,No,
OMN-02565,Artūrs Ozoliņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02678,Sanita Liepiņa,Full-time,Service contract,Rotating,2017-10-13,,Active,,2017-11-12,Yes,Yes,2019-10-24,Yes,71,0,20,SAP SuccessFactors,No,Onboarding status missing
OMN-02566,Katrīna Kalniņš,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-02610,Līga Krūmiņš,Full-time,Permanent,Standard office hours,2026-04-22,,Active,Yes,2026-04-30,Yes,Yes,2026-06-07,Not eligible,66,13,18,SAP SuccessFactors,No,
OMN-02567,Katrīna Ozoliņš,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Full-time,Permanent,Evening,2017-09-04,,Active,No,,Yes,Yes,2019-08-04,No,93,9,2,SAP SuccessFactors,No,
OMN-02568,Laura Kalniņš,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Service contract,Rotating,2021-10-07,,Active,Yes,2021-10-23,Yes,Yes,2025-04-28,No,97,2,8,SAP SuccessFactors,No,
OMN-02569,Mārtiņš Krūmiņš,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Full-time,Permanent,Evening,2024-09-09,,Active,Yes,2024-11-02,Yes,Yes,2024-11-04,Yes,69,3,7,SAP SuccessFactors,No,
OMN-02570,Elīna Priede,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Junior,OMN-02437,Dace Zariņš,Contractor,Permanent,Evening,2021-01-09,,Active,Yes,2021-01-27,Yes,No,2022-10-08,Yes,,11,13,SAP SuccessFactors,Yes,
OMN-02571,Elīna Krūmiņš,SIA Omniva,Latvia,Valmiera,Sorting Center Operations,Operations,Senior Warehouse Specialist,Senior,OMN-02509,Artūrs Zariņš,Full-time,Service contract,Evening,2016-08-18,,Active,No,,Yes,Yes,2025-10-24,Yes,71,0,32,SAP SuccessFactors,No,
OMN-02572,Mārtiņš Liepiņa,SIA Omniva,Latvia,Valmiera,Finance,Finance,Department Manager,Manager,OMN-02649,Jānis Bērziņš,Seasonal,Permanent,Hybrid,2024-08-28,,Active,Yes,2024-10-10,Yes,Not required,2026-01-13,Yes,,5,8,SAP SuccessFactors,Yes,
OMN-02573,Katrīna Priede,SIA Omniva,Latvia,Liepaja,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-02509,Artūrs Zariņš,Full-time,Permanent,Rotating,2016-04-12,,Active,Yes,2016-05-19,Yes,Yes,2021-09-25,No,56,8,16,SAP SuccessFactors,No,
OMN-02574,Anna Vītols,SIA Omniva,Latvia,Jelgava,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02509,Artūrs Zariņš,Full-time,Fixed-term,Evening,2019-10-09,,Active,Yes,2019-11-26,Yes,Yes,2021-09-03,Not eligible,55,6,0,SAP SuccessFactors,No,
OMN-02575,Elīna Jansons,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02481,Ilze Zariņš,Full-time,Permanent,Night,2021-08-20,,Active,Yes,2021-10-01,Yes,Yes,2025-01-29,Yes,86,1,23,SAP SuccessFactors,Yes,
OMN-02576,Dace Kļaviņa,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Senior Parcel Locker Technician,Senior,OMN-02610,Līga Krūmiņš,Part-time,Permanent,Standard office hours,2018-02-10,,Active,Yes,2018-02-22,Yes,Yes,2025-05-22,Yes,91,8,10,SAP SuccessFactors,No,
OMN-02577,Dace Priede,SIA Omniva,Latvia,Valmiera,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Full-time,Fixed-term,Rotating,2019-11-02,,Active,Yes,2019-12-31,No,Yes,,Yes,77,8,37,SAP SuccessFactors,No,
OMN-02578,Anna Zariņš,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2015-05-23,,Active,Yes,2015-05-31,No,Yes,,Yes,61,7,4,SAP SuccessFactors,Yes,
OMN-02579,Līga Priede,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2023-06-02,,Active,Yes,2023-06-16,,Yes,,Yes,62,0,15,SAP SuccessFactors,No,Missing training status
OMN-02580,Roberts Kļaviņa,SIA Omniva,Latvia,Liepaja,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02686,Jānis Zariņš,Full-time,Service contract,Evening,2018-03-18,,Active,Yes,2018-04-10,Yes,Yes,2018-12-04,Yes,85,1,43,SAP SuccessFactors,No,
OMN-02581,Jānis Kalniņš,SIA Omniva,Latvia,Liepaja,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02678,Sanita Liepiņa,Part-time,Permanent,Night,2025-07-20,,Active,Yes,2025-08-19,Yes,Yes,2026-03-28,Yes,83,5,24,SAP SuccessFactors,Yes,
OMN-02582,Ilze Vītols,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02481,Ilze Zariņš,Full-time,Fixed-term,Rotating,2025-01-21,,Active,Yes,2025-02-06,Yes,Yes,2025-12-30,Yes,75,4,2,SAP SuccessFactors,No,
OMN-02583,Katrīna Vītols,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-02506,Sanita Jansons,Full-time,Permanent,Rotating,2018-06-29,,Active,Yes,2018-07-23,Yes,Yes,2026-03-22,Yes,65,7,6,SAP SuccessFactors,No,
OMN-02584,Līga Ozoliņš,SIA Omniva,Latvia,Valmiera,Customer Support,Support,Customer Support Agent,Junior,OMN-02437,Dace Zariņš,Full-time,Fixed-term,Rotating,2023-09-14,2026-05-18,Exited,Yes,2023-10-17,Yes,Not required,2023-12-27,Not eligible,74,2,9,SAP SuccessFactors,Yes,
OMN-02585,Dace Liepiņa,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02615,Edgars Vītols,Contractor,Permanent,Standard office hours,2014-06-15,,Active,Yes,2014-08-12,Yes,Yes,2023-10-26,Yes,66,6,14,SAP SuccessFactors,No,
OMN-02586,Līga Liepiņa,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Junior,OMN-02530,Anna Bērziņš,Seasonal,Permanent,Evening,2016-12-26,2016-12-24,Exited,Yes,2017-02-08,No,Yes,,Yes,93,0,36,SAP SuccessFactors,No,Hire date after exit date
OMN-02587,Ilze Priede,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Senior Parcel Locker Technician,Senior,OMN-02506,Sanita Jansons,Full-time,Permanent,Standard office hours,2016-04-02,,Active,Yes,2016-04-27,Yes,Yes,2025-02-22,Yes,56,5,20,SAP SuccessFactors,No,
OMN-02588,Katrīna Priede,SIA Omniva,Latvia,Riga,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02506,Sanita Jansons,Full-time,Permanent,Rotating,2023-12-20,,Active,Yes,2024-01-21,Yes,Yes,2025-07-14,No,64,3,7,SAP SuccessFactors,No,
OMN-02589,Mārtiņš Ozoliņš,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Courier,Specialist,OMN-02481,Ilze Zariņš,Full-time,Permanent,Rotating,2025-12-24,,Active,Yes,2026-02-01,Yes,Yes,2026-04-03,Yes,67,0,0,SAP SuccessFactors,No,
OMN-02590,Elīna Vītols,SIA Omniva,Latvia,Jelgava,Legal & Compliance,Legal & Compliance,Compliance Specialist,Junior,OMN-02712,Elīna Kļaviņa,Full-time,Permanent,Hybrid,2024-04-27,,Active,Yes,2024-05-02,Yes,Not required,2024-09-19,Yes,61,0,8,SAP SuccessFactors,No,
OMN-02591,Mārtiņš Priede,SIA Omniva,Latvia,Valmiera,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-02524,Anna Ozoliņš,Contractor,Permanent,Evening,2018-08-02,,Active,Yes,2018-09-01,Yes,Yes,2024-03-17,Yes,88,0,38,SAP SuccessFactors,No,
OMN-02592,Katrīna Bērziņš,SIA Omniva,Latvia,Daugavpils,Last-Mile Delivery,Operations,Courier,Junior,OMN-02530,Anna Bērziņš,Full-time,Permanent,Rotating,2015-05-02,,Active,Yes,2015-06-03,Yes,Yes,2017-08-25,No,77,2,8,SAP SuccessFactors,No,
OMN-02593,Jānis Ozoliņš,SIA Omniva,Latvia,Valmiera,Last-Mile Delivery,Operations,Courier,Junior,OMN-02481,Ilze Zariņš,Seasonal,Fixed-term,Evening,2018-08-06,,Active,Yes,2018-09-12,Yes,No,2025-01-29,No,93,1,25,SAP SuccessFactors,No,
OMN-02594,Mārtiņš Bērziņš,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02615,Edgars Vītols,Full-time,Permanent,Standard office hours,2019-11-15,,Active,Yes,2019-12-15,Yes,No,2020-05-18,Yes,,4,0,SAP SuccessFactors,Yes,
OMN-02595,Roberts Krūmiņš,SIA Omniva,Latvia,Jelgava,Last-Mile Delivery,Operations,Courier,Junior,OMN-02481,Ilze Zariņš,Part-time,Permanent,Morning,2016-08-03,,Active,Yes,2016-08-06,Yes,Yes,2024-01-18,Yes,71,0,23,SAP SuccessFactors,Yes,
OMN-02596,Elīna Bērziņš,SIA Omniva,Latvia,Valmiera,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Standard office hours,2018-02-05,,Active,Yes,2018-04-04,Yes,Yes,2020-02-05,Yes,79,7,8,SAP SuccessFactors,No,
OMN-02597,Edgars Jansons,SIA Omniva,Latvia,Liepaja,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-02615,Edgars Vītols,Full-time,Permanent,Rotating,2017-02-06,,Active,Yes,2017-03-02,Yes,Yes,2025-07-12,Yes,81,1,7,SAP SuccessFactors,No,
OMN-02598,Elīna Zariņš,SIA Omniva,Latvia,Daugavpils,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-02610,Līga Krūmiņš,Full-time,Permanent,Rotating,2022-09-29,,Active,Yes,2022-10-02,Yes,Yes,2026-02-25,No,99,8,8,SAP SuccessFactors,No,
OMN-02599,Artūrs Bērziņš,SIA Omniva,Latvia,Liepaja,International Logistics,Logistics,International Logistics Specialist,Junior,OMN-02525,Kristaps Kalniņš,Full-time,Permanent,Standard office hours,2015-09-05,,Active,Yes,2015-11-04,Yes,Not required,2017-12-17,Yes,,2,7,SAP SuccessFactors,Yes,
OMN-02600,Sanita Kļaviņa,SIA Omniva,Latvia,Liepaja,IT & Product,Technology,Systems Analyst,Specialist,OMN-02456,Kristaps Kalniņš,Full-time,Permanent,Standard office hours,2018-01-15,,Active,Yes,2018-02-02,Yes,Not required,2020-08-02,Yes,65,1,14,SAP SuccessFactors,No,
